@relation control_asistencia_monngo.asistencias-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R5

@attribute nombre {'Jorge Morales','Rafael Ortiz','Claudia Reyes','Mario Salazar','Diego Campos','Luis Silva','Laura Sanchez','Juan Pena','Sofia Herrera','Sara Villalba','Felipe Mendoza','Tomas Gallardo','Hector Gutierrez','Diana Moreno','Gabriel Romero','Elena Vargas','Lucia Medina','Monica Cabrera','Jose Lopez','Paula Fernandez','Carlos Diaz','Ana Torres','Miguel Castro','Daniela Pardo','Camila Navarro','Isabel Fuentes','Pedro Gomez','Andrea Rios','Valeria Soto','Pablo Torres'}
@attribute clase {Matematicas-A,Quimica-C,Historia-B}
@attribute dia_semana {martes,viernes,lunes,miercoles,jueves}
@attribute hora {'10:15 a. m.','11:30 a. m.','10:00 a. m.','02:45 a. m.','10:15 p. m.','09:15 p. m.','07:00 p. m.','08:45 a. m.','06:15 a. m.','06:00 p. m.','01:15 a. m.','02:00 p. m.','06:45 p. m.','04:30 a. m.','04:45 p. m.','11:45 p. m.','09:00 a. m.','11:15 a. m.','08:00 a. m.','06:30 a. m.','02:30 a. m.','11:30 p. m.','05:15 p. m.','04:30 p. m.','01:00 a. m.','05:30 a. m.','02:00 a. m.','04:15 p. m.','10:30 a. m.','01:15 p. m.','09:00 p. m.','02:15 p. m.','10:30 p. m.','03:00 a. m.','12:30 a. m.','10:00 p. m.','11:00 a. m.','09:30 p. m.','03:00 p. m.','01:30 p. m.','03:45 a. m.','07:45 p. m.','05:45 a. m.','03:45 p. m.','05:15 a. m.','03:15 p. m.','08:15 p. m.','10:45 a. m.','12:00 a. m.','07:30 p. m.','07:15 p. m.','09:30 a. m.','04:45 a. m.','09:15 a. m.','07:15 a. m.','03:30 p. m.','05:00 p. m.','01:45 a. m.','08:00 p. m.','03:15 a. m.','07:30 a. m.','12:00 p. m.','04:00 p. m.','07:45 a. m.','09:45 a. m.','12:45 a. m.','04:15 a. m.','12:45 p. m.','08:15 a. m.','12:15 a. m.','08:30 p. m.','04:00 a. m.','11:45 a. m.','05:45 p. m.','01:45 p. m.','02:30 p. m.','06:45 a. m.','08:45 p. m.','08:30 a. m.','10:45 p. m.','05:30 p. m.','06:15 p. m.','12:15 p. m.','02:45 p. m.','05:00 a. m.','01:00 p. m.','11:15 p. m.','11:00 p. m.','01:30 a. m.','06:30 p. m.','03:30 a. m.','06:00 a. m.','07:00 a. m.','02:15 a. m.','09:45 p. m.','12:30 p. m.'}
@attribute mes {febrero,enero,abril,marzo,diciembre,mayo,julio,octubre,septiembre,noviembre,junio,agosto}
@attribute estado {Ausente,Presente,Tarde}

@data
'Paula Fernandez',Quimica-C,martes,'06:45 a. m.',octubre,Presente
'Pedro Gomez',Matematicas-A,viernes,'02:00 a. m.',diciembre,Presente
'Diego Campos',Matematicas-A,viernes,'09:30 a. m.',mayo,Ausente
'Tomas Gallardo',Matematicas-A,viernes,'06:15 p. m.',junio,Presente
'Gabriel Romero',Matematicas-A,jueves,'05:15 a. m.',septiembre,Presente
'Ana Torres',Matematicas-A,lunes,'02:30 a. m.',mayo,Presente
'Elena Vargas',Historia-B,lunes,'06:45 p. m.',diciembre,Presente
'Isabel Fuentes',Matematicas-A,jueves,'12:00 a. m.',febrero,Ausente
'Paula Fernandez',Quimica-C,miercoles,'03:30 a. m.',marzo,Presente
'Laura Sanchez',Matematicas-A,jueves,'01:45 p. m.',julio,Presente
'Miguel Castro',Quimica-C,jueves,'08:30 p. m.',agosto,Presente
'Lucia Medina',Historia-B,lunes,'02:15 a. m.',octubre,Presente
'Sofia Herrera',Matematicas-A,lunes,'11:45 a. m.',enero,Ausente
'Paula Fernandez',Historia-B,jueves,'02:00 a. m.',enero,Presente
'Claudia Reyes',Quimica-C,lunes,'02:30 p. m.',junio,Presente
'Carlos Diaz',Historia-B,jueves,'08:30 p. m.',febrero,Presente
'Lucia Medina',Historia-B,miercoles,'05:30 a. m.',agosto,Presente
'Mario Salazar',Historia-B,lunes,'11:45 p. m.',mayo,Ausente
'Monica Cabrera',Matematicas-A,viernes,'02:45 p. m.',marzo,Presente
'Miguel Castro',Matematicas-A,lunes,'12:15 a. m.',junio,Ausente
'Paula Fernandez',Quimica-C,lunes,'10:30 a. m.',enero,Presente
'Diego Campos',Quimica-C,lunes,'11:45 a. m.',septiembre,Ausente
'Felipe Mendoza',Matematicas-A,lunes,'07:00 p. m.',octubre,Presente
'Isabel Fuentes',Matematicas-A,viernes,'12:15 a. m.',julio,Ausente
'Gabriel Romero',Quimica-C,lunes,'03:45 p. m.',noviembre,Presente
'Hector Gutierrez',Quimica-C,miercoles,'11:00 p. m.',febrero,Tarde
'Sara Villalba',Quimica-C,jueves,'12:45 a. m.',agosto,Ausente
'Diego Campos',Historia-B,miercoles,'11:00 a. m.',septiembre,Ausente
'Pablo Torres',Quimica-C,lunes,'01:30 a. m.',mayo,Presente
'Claudia Reyes',Quimica-C,lunes,'06:45 p. m.',agosto,Presente
'Hector Gutierrez',Historia-B,lunes,'02:45 a. m.',marzo,Presente
'Jose Lopez',Matematicas-A,lunes,'02:00 a. m.',junio,Presente
'Mario Salazar',Quimica-C,martes,'01:45 p. m.',junio,Presente
'Hector Gutierrez',Historia-B,miercoles,'01:00 p. m.',abril,Presente
'Diego Campos',Matematicas-A,viernes,'11:30 p. m.',mayo,Ausente
'Tomas Gallardo',Historia-B,lunes,'10:45 a. m.',noviembre,Ausente
'Diego Campos',Quimica-C,jueves,'12:00 p. m.',abril,Ausente
'Felipe Mendoza',Historia-B,jueves,'02:45 a. m.',agosto,Presente
'Monica Cabrera',Matematicas-A,miercoles,'01:15 p. m.',diciembre,Presente
'Diana Moreno',Matematicas-A,martes,'02:30 a. m.',diciembre,Presente
'Gabriel Romero',Matematicas-A,martes,'02:45 p. m.',septiembre,Presente
'Juan Pena',Quimica-C,martes,'05:00 p. m.',junio,Presente
'Sara Villalba',Quimica-C,lunes,'08:15 a. m.',agosto,Presente
'Miguel Castro',Historia-B,martes,'05:45 p. m.',mayo,Presente
'Juan Pena',Quimica-C,jueves,'09:15 p. m.',octubre,Presente
'Isabel Fuentes',Quimica-C,lunes,'09:30 p. m.',diciembre,Presente
'Diego Campos',Historia-B,martes,'10:45 p. m.',octubre,Ausente
'Rafael Ortiz',Quimica-C,viernes,'09:00 p. m.',febrero,Presente
'Sara Villalba',Matematicas-A,jueves,'04:45 p. m.',septiembre,Presente
'Paula Fernandez',Matematicas-A,viernes,'05:00 a. m.',noviembre,Presente
'Carlos Diaz',Quimica-C,jueves,'12:15 a. m.',agosto,Ausente
'Jorge Morales',Historia-B,viernes,'09:00 a. m.',enero,Presente
'Felipe Mendoza',Matematicas-A,lunes,'11:15 p. m.',marzo,Ausente
'Mario Salazar',Historia-B,jueves,'01:15 a. m.',enero,Presente
'Sofia Herrera',Matematicas-A,martes,'12:45 a. m.',octubre,Ausente
'Pablo Torres',Matematicas-A,viernes,'10:00 a. m.',enero,Ausente
'Rafael Ortiz',Quimica-C,jueves,'04:45 p. m.',noviembre,Presente
'Juan Pena',Quimica-C,lunes,'10:45 a. m.',diciembre,Tarde
'Ana Torres',Quimica-C,viernes,'01:00 p. m.',octubre,Presente
'Hector Gutierrez',Historia-B,viernes,'12:30 p. m.',abril,Ausente
'Sofia Herrera',Historia-B,viernes,'12:15 a. m.',noviembre,Ausente
'Pablo Torres',Historia-B,jueves,'09:30 a. m.',julio,Tarde
'Claudia Reyes',Quimica-C,lunes,'06:00 p. m.',julio,Presente
'Camila Navarro',Matematicas-A,lunes,'04:00 p. m.',mayo,Presente
'Miguel Castro',Historia-B,viernes,'02:45 p. m.',julio,Presente
'Isabel Fuentes',Quimica-C,viernes,'09:30 a. m.',mayo,Presente
'Hector Gutierrez',Historia-B,martes,'12:15 p. m.',septiembre,Ausente
'Ana Torres',Quimica-C,miercoles,'02:00 a. m.',noviembre,Presente
'Valeria Soto',Matematicas-A,jueves,'06:45 p. m.',agosto,Presente
'Diego Campos',Historia-B,lunes,'09:30 p. m.',julio,Tarde
'Felipe Mendoza',Matematicas-A,lunes,'02:15 p. m.',noviembre,Presente
'Hector Gutierrez',Historia-B,jueves,'10:00 a. m.',septiembre,Ausente
'Claudia Reyes',Matematicas-A,viernes,'05:15 a. m.',marzo,Presente
'Diego Campos',Matematicas-A,jueves,'08:45 a. m.',agosto,Ausente
'Gabriel Romero',Quimica-C,viernes,'07:00 a. m.',enero,Presente
'Luis Silva',Quimica-C,miercoles,'08:45 a. m.',mayo,Presente
'Hector Gutierrez',Matematicas-A,jueves,'01:30 a. m.',agosto,Presente
'Ana Torres',Historia-B,martes,'08:00 p. m.',enero,Presente
'Valeria Soto',Quimica-C,viernes,'09:45 p. m.',noviembre,Presente
'Pablo Torres',Matematicas-A,lunes,'10:30 a. m.',noviembre,Ausente
'Claudia Reyes',Quimica-C,viernes,'05:45 a. m.',junio,Presente
'Lucia Medina',Historia-B,jueves,'09:45 a. m.',octubre,Ausente
'Camila Navarro',Quimica-C,viernes,'07:15 a. m.',marzo,Presente
'Sara Villalba',Historia-B,miercoles,'05:45 a. m.',julio,Presente
'Laura Sanchez',Quimica-C,jueves,'01:15 a. m.',noviembre,Presente
'Mario Salazar',Matematicas-A,martes,'08:45 a. m.',diciembre,Ausente
'Pablo Torres',Historia-B,lunes,'07:30 a. m.',marzo,Presente
'Lucia Medina',Quimica-C,lunes,'10:30 p. m.',septiembre,Presente
'Paula Fernandez',Quimica-C,viernes,'01:30 a. m.',noviembre,Presente
'Monica Cabrera',Quimica-C,lunes,'09:45 a. m.',junio,Presente
'Luis Silva',Quimica-C,jueves,'12:15 p. m.',marzo,Ausente
'Daniela Pardo',Historia-B,martes,'07:00 a. m.',noviembre,Presente
'Tomas Gallardo',Historia-B,jueves,'07:15 a. m.',agosto,Presente
'Elena Vargas',Historia-B,martes,'12:30 p. m.',marzo,Ausente
'Pablo Torres',Historia-B,viernes,'12:15 p. m.',febrero,Ausente
'Tomas Gallardo',Matematicas-A,martes,'12:45 p. m.',octubre,Ausente
'Jose Lopez',Matematicas-A,miercoles,'08:45 a. m.',septiembre,Ausente
'Carlos Diaz',Historia-B,viernes,'03:30 a. m.',enero,Presente
'Pablo Torres',Historia-B,martes,'06:15 a. m.',septiembre,Presente
'Jose Lopez',Historia-B,lunes,'01:45 p. m.',abril,Presente
'Claudia Reyes',Quimica-C,jueves,'09:00 p. m.',septiembre,Presente
'Juan Pena',Historia-B,martes,'10:15 a. m.',septiembre,Ausente
'Laura Sanchez',Historia-B,viernes,'04:15 a. m.',marzo,Presente
'Mario Salazar',Quimica-C,miercoles,'07:00 p. m.',mayo,Presente
'Isabel Fuentes',Matematicas-A,viernes,'01:45 p. m.',junio,Presente
'Hector Gutierrez',Quimica-C,lunes,'01:30 a. m.',septiembre,Presente
'Monica Cabrera',Historia-B,miercoles,'08:45 p. m.',abril,Presente
'Sara Villalba',Historia-B,jueves,'03:00 a. m.',julio,Presente
'Elena Vargas',Historia-B,martes,'09:00 p. m.',octubre,Presente
'Tomas Gallardo',Matematicas-A,miercoles,'06:00 a. m.',mayo,Presente
'Pedro Gomez',Historia-B,lunes,'10:15 p. m.',agosto,Ausente
'Claudia Reyes',Quimica-C,miercoles,'09:15 p. m.',mayo,Presente
'Juan Pena',Historia-B,lunes,'06:00 p. m.',mayo,Presente
'Isabel Fuentes',Historia-B,lunes,'08:45 p. m.',septiembre,Presente
'Sara Villalba',Historia-B,jueves,'08:30 a. m.',noviembre,Presente
'Diego Campos',Historia-B,viernes,'03:30 a. m.',noviembre,Presente
'Diana Moreno',Matematicas-A,lunes,'11:00 p. m.',septiembre,Ausente
'Mario Salazar',Matematicas-A,lunes,'04:15 p. m.',marzo,Presente
'Hector Gutierrez',Matematicas-A,miercoles,'08:30 a. m.',agosto,Tarde
'Jose Lopez',Quimica-C,lunes,'05:00 p. m.',diciembre,Presente
'Felipe Mendoza',Historia-B,viernes,'10:00 p. m.',septiembre,Ausente
'Carlos Diaz',Quimica-C,martes,'04:00 p. m.',octubre,Presente
'Rafael Ortiz',Quimica-C,miercoles,'11:45 p. m.',julio,Ausente
'Daniela Pardo',Historia-B,lunes,'05:45 a. m.',enero,Presente
'Monica Cabrera',Historia-B,miercoles,'05:00 p. m.',febrero,Presente
'Valeria Soto',Historia-B,jueves,'08:15 a. m.',enero,Presente
'Daniela Pardo',Matematicas-A,lunes,'03:15 a. m.',julio,Presente
'Elena Vargas',Matematicas-A,miercoles,'04:00 a. m.',enero,Presente
'Luis Silva',Quimica-C,martes,'03:00 p. m.',enero,Presente
'Daniela Pardo',Historia-B,lunes,'02:00 a. m.',agosto,Presente
'Monica Cabrera',Matematicas-A,viernes,'07:45 a. m.',noviembre,Presente
'Laura Sanchez',Quimica-C,miercoles,'10:00 a. m.',julio,Presente
'Pedro Gomez',Historia-B,jueves,'11:15 a. m.',julio,Ausente
'Diego Campos',Quimica-C,viernes,'02:15 p. m.',septiembre,Presente
'Jose Lopez',Historia-B,viernes,'11:15 a. m.',septiembre,Ausente
'Diana Moreno',Matematicas-A,viernes,'02:00 a. m.',julio,Presente
'Camila Navarro',Matematicas-A,jueves,'01:45 a. m.',octubre,Presente
'Diego Campos',Historia-B,viernes,'10:15 p. m.',agosto,Ausente
'Claudia Reyes',Matematicas-A,martes,'12:00 a. m.',abril,Ausente
'Juan Pena',Matematicas-A,jueves,'12:30 p. m.',junio,Ausente
'Ana Torres',Quimica-C,jueves,'11:30 a. m.',septiembre,Ausente
'Hector Gutierrez',Historia-B,viernes,'08:15 p. m.',febrero,Presente
'Isabel Fuentes',Historia-B,jueves,'01:15 p. m.',julio,Presente
'Daniela Pardo',Historia-B,miercoles,'06:30 a. m.',junio,Presente
'Diana Moreno',Historia-B,lunes,'10:15 p. m.',febrero,Ausente
'Pedro Gomez',Matematicas-A,lunes,'11:15 p. m.',enero,Ausente
'Juan Pena',Historia-B,viernes,'12:30 a. m.',marzo,Ausente
'Pablo Torres',Quimica-C,jueves,'09:00 p. m.',julio,Presente
'Mario Salazar',Matematicas-A,martes,'06:30 p. m.',mayo,Presente
'Mario Salazar',Historia-B,jueves,'06:15 a. m.',junio,Presente
'Ana Torres',Matematicas-A,martes,'02:45 a. m.',octubre,Presente
'Hector Gutierrez',Historia-B,martes,'09:15 p. m.',noviembre,Tarde
'Carlos Diaz',Quimica-C,lunes,'05:15 a. m.',octubre,Presente
'Mario Salazar',Quimica-C,miercoles,'04:45 a. m.',junio,Presente
'Tomas Gallardo',Historia-B,viernes,'12:30 p. m.',enero,Ausente
'Felipe Mendoza',Historia-B,viernes,'09:15 a. m.',mayo,Tarde
'Ana Torres',Historia-B,martes,'11:30 p. m.',julio,Ausente
'Miguel Castro',Quimica-C,martes,'01:45 a. m.',mayo,Presente
'Mario Salazar',Quimica-C,lunes,'07:15 a. m.',febrero,Presente
'Ana Torres',Matematicas-A,viernes,'05:15 p. m.',julio,Presente
'Rafael Ortiz',Historia-B,viernes,'10:30 p. m.',agosto,Ausente
'Monica Cabrera',Historia-B,jueves,'05:45 p. m.',noviembre,Presente
'Juan Pena',Quimica-C,lunes,'02:45 p. m.',septiembre,Presente
'Valeria Soto',Quimica-C,martes,'08:30 p. m.',noviembre,Presente
'Pedro Gomez',Historia-B,miercoles,'01:15 p. m.',febrero,Presente
'Isabel Fuentes',Quimica-C,martes,'04:30 a. m.',enero,Presente
'Sofia Herrera',Historia-B,viernes,'06:30 p. m.',junio,Presente
'Elena Vargas',Matematicas-A,miercoles,'02:00 p. m.',junio,Presente
'Diego Campos',Matematicas-A,lunes,'08:45 a. m.',marzo,Ausente
'Jorge Morales',Quimica-C,miercoles,'12:30 p. m.',julio,Ausente
'Claudia Reyes',Matematicas-A,martes,'10:45 p. m.',noviembre,Ausente
'Daniela Pardo',Matematicas-A,miercoles,'08:15 p. m.',septiembre,Tarde
'Pablo Torres',Quimica-C,miercoles,'02:45 p. m.',agosto,Presente
'Valeria Soto',Historia-B,miercoles,'07:30 p. m.',mayo,Presente
'Tomas Gallardo',Quimica-C,jueves,'09:30 a. m.',septiembre,Presente
'Daniela Pardo',Historia-B,lunes,'05:15 p. m.',diciembre,Presente
'Pablo Torres',Quimica-C,viernes,'09:45 p. m.',abril,Presente
'Pablo Torres',Quimica-C,jueves,'08:30 p. m.',junio,Presente
'Ana Torres',Historia-B,viernes,'08:00 p. m.',mayo,Presente
'Tomas Gallardo',Matematicas-A,miercoles,'07:30 p. m.',noviembre,Presente
'Monica Cabrera',Historia-B,viernes,'07:00 p. m.',diciembre,Presente
'Felipe Mendoza',Quimica-C,viernes,'01:15 p. m.',febrero,Presente
'Rafael Ortiz',Matematicas-A,lunes,'05:15 a. m.',junio,Presente
'Miguel Castro',Quimica-C,viernes,'07:15 a. m.',junio,Presente
'Paula Fernandez',Quimica-C,martes,'04:45 p. m.',febrero,Presente
'Rafael Ortiz',Quimica-C,martes,'07:00 a. m.',febrero,Presente
'Diego Campos',Matematicas-A,jueves,'11:15 p. m.',abril,Ausente
'Isabel Fuentes',Matematicas-A,viernes,'12:45 p. m.',abril,Ausente
'Jose Lopez',Historia-B,miercoles,'09:00 p. m.',mayo,Presente
'Gabriel Romero',Historia-B,miercoles,'07:15 p. m.',febrero,Presente
'Juan Pena',Quimica-C,miercoles,'11:15 p. m.',febrero,Ausente
'Monica Cabrera',Matematicas-A,miercoles,'11:45 p. m.',noviembre,Ausente
'Claudia Reyes',Quimica-C,lunes,'04:30 p. m.',septiembre,Presente
'Sofia Herrera',Quimica-C,martes,'04:15 p. m.',noviembre,Presente
'Miguel Castro',Historia-B,martes,'10:00 p. m.',febrero,Ausente
'Sara Villalba',Matematicas-A,martes,'10:00 p. m.',enero,Ausente
'Ana Torres',Historia-B,miercoles,'03:00 p. m.',marzo,Presente
'Claudia Reyes',Historia-B,lunes,'09:00 a. m.',marzo,Presente
'Felipe Mendoza',Historia-B,lunes,'05:00 a. m.',diciembre,Presente
'Laura Sanchez',Quimica-C,viernes,'02:15 a. m.',septiembre,Presente
'Carlos Diaz',Historia-B,viernes,'03:45 p. m.',julio,Presente
'Tomas Gallardo',Matematicas-A,jueves,'01:00 p. m.',marzo,Presente
'Sofia Herrera',Matematicas-A,lunes,'05:00 p. m.',agosto,Presente
'Daniela Pardo',Quimica-C,viernes,'01:30 a. m.',julio,Presente
'Felipe Mendoza',Quimica-C,jueves,'03:30 p. m.',octubre,Presente
'Ana Torres',Matematicas-A,martes,'01:00 a. m.',octubre,Presente
'Jorge Morales',Historia-B,miercoles,'12:00 a. m.',enero,Ausente
'Miguel Castro',Quimica-C,martes,'11:00 a. m.',octubre,Tarde
'Sofia Herrera',Matematicas-A,martes,'08:45 a. m.',noviembre,Ausente
'Juan Pena',Historia-B,martes,'11:00 a. m.',febrero,Ausente
'Miguel Castro',Historia-B,martes,'03:15 a. m.',octubre,Presente
'Rafael Ortiz',Matematicas-A,martes,'12:30 a. m.',abril,Ausente
'Felipe Mendoza',Quimica-C,viernes,'03:30 a. m.',diciembre,Presente
'Pedro Gomez',Quimica-C,jueves,'01:15 p. m.',marzo,Presente
'Andrea Rios',Matematicas-A,martes,'09:30 a. m.',agosto,Ausente
'Ana Torres',Matematicas-A,lunes,'06:00 p. m.',octubre,Presente
'Diana Moreno',Historia-B,miercoles,'05:30 p. m.',mayo,Presente
'Luis Silva',Historia-B,jueves,'05:00 a. m.',septiembre,Presente
'Pablo Torres',Matematicas-A,lunes,'11:45 p. m.',febrero,Ausente
'Hector Gutierrez',Historia-B,jueves,'12:30 p. m.',septiembre,Ausente
'Juan Pena',Matematicas-A,lunes,'11:30 a. m.',abril,Ausente
'Hector Gutierrez',Quimica-C,miercoles,'02:00 a. m.',mayo,Presente
'Valeria Soto',Matematicas-A,lunes,'09:15 p. m.',febrero,Ausente
'Jorge Morales',Quimica-C,viernes,'06:15 p. m.',diciembre,Presente
'Daniela Pardo',Matematicas-A,martes,'04:00 a. m.',mayo,Presente
'Laura Sanchez',Historia-B,viernes,'06:15 p. m.',octubre,Presente
'Claudia Reyes',Matematicas-A,jueves,'07:45 a. m.',marzo,Presente
'Felipe Mendoza',Quimica-C,jueves,'03:30 p. m.',octubre,Presente
'Mario Salazar',Matematicas-A,lunes,'12:15 p. m.',septiembre,Ausente
'Camila Navarro',Quimica-C,viernes,'09:30 a. m.',julio,Presente
'Jorge Morales',Matematicas-A,jueves,'07:15 p. m.',marzo,Presente
'Jose Lopez',Matematicas-A,martes,'12:30 a. m.',febrero,Ausente
'Luis Silva',Historia-B,lunes,'01:00 p. m.',febrero,Presente
'Isabel Fuentes',Quimica-C,viernes,'04:45 p. m.',diciembre,Presente
'Luis Silva',Quimica-C,jueves,'08:15 p. m.',agosto,Presente
'Rafael Ortiz',Historia-B,miercoles,'02:00 p. m.',julio,Presente
'Isabel Fuentes',Matematicas-A,martes,'02:00 p. m.',octubre,Presente
'Pedro Gomez',Historia-B,viernes,'06:00 p. m.',mayo,Presente
'Lucia Medina',Quimica-C,jueves,'05:30 a. m.',junio,Presente
'Gabriel Romero',Quimica-C,martes,'06:15 p. m.',diciembre,Presente
'Daniela Pardo',Quimica-C,martes,'07:30 p. m.',diciembre,Presente
'Daniela Pardo',Quimica-C,viernes,'11:30 a. m.',abril,Ausente
'Jorge Morales',Historia-B,martes,'11:00 p. m.',octubre,Ausente
'Daniela Pardo',Quimica-C,lunes,'11:30 a. m.',julio,Ausente
'Paula Fernandez',Matematicas-A,martes,'06:00 p. m.',octubre,Presente
'Tomas Gallardo',Matematicas-A,martes,'10:15 p. m.',enero,Ausente
'Mario Salazar',Matematicas-A,viernes,'08:45 p. m.',abril,Ausente
'Valeria Soto',Quimica-C,martes,'12:00 a. m.',diciembre,Ausente
'Carlos Diaz',Matematicas-A,lunes,'11:15 p. m.',febrero,Ausente
'Andrea Rios',Quimica-C,miercoles,'08:45 a. m.',marzo,Presente
'Ana Torres',Quimica-C,martes,'04:15 a. m.',junio,Presente
'Pablo Torres',Quimica-C,jueves,'05:45 a. m.',octubre,Presente
'Carlos Diaz',Quimica-C,lunes,'05:30 a. m.',octubre,Presente
'Diana Moreno',Historia-B,jueves,'07:45 p. m.',abril,Presente
'Sara Villalba',Matematicas-A,viernes,'07:00 a. m.',marzo,Presente
'Ana Torres',Matematicas-A,martes,'04:00 p. m.',octubre,Presente
'Andrea Rios',Matematicas-A,miercoles,'03:15 a. m.',julio,Presente
'Jose Lopez',Matematicas-A,jueves,'05:00 p. m.',enero,Presente
'Carlos Diaz',Quimica-C,miercoles,'11:45 a. m.',agosto,Ausente
'Luis Silva',Quimica-C,lunes,'11:45 a. m.',enero,Ausente
'Camila Navarro',Quimica-C,jueves,'04:30 a. m.',marzo,Presente
'Luis Silva',Historia-B,viernes,'06:15 a. m.',agosto,Presente
'Diana Moreno',Quimica-C,lunes,'08:45 a. m.',enero,Presente
'Diana Moreno',Historia-B,viernes,'10:15 a. m.',octubre,Ausente
'Paula Fernandez',Historia-B,jueves,'02:00 p. m.',julio,Presente
'Pedro Gomez',Matematicas-A,jueves,'01:45 p. m.',mayo,Presente
'Juan Pena',Historia-B,miercoles,'06:30 p. m.',diciembre,Presente
'Hector Gutierrez',Quimica-C,martes,'07:45 a. m.',febrero,Presente
'Jorge Morales',Quimica-C,martes,'11:15 a. m.',junio,Ausente
'Luis Silva',Matematicas-A,jueves,'11:45 a. m.',noviembre,Ausente
'Miguel Castro',Quimica-C,jueves,'07:30 p. m.',septiembre,Presente
'Diana Moreno',Historia-B,miercoles,'10:00 a. m.',marzo,Ausente
'Laura Sanchez',Quimica-C,jueves,'07:00 a. m.',mayo,Presente
'Claudia Reyes',Quimica-C,jueves,'03:15 a. m.',julio,Presente
'Rafael Ortiz',Historia-B,martes,'12:45 p. m.',noviembre,Ausente
'Jorge Morales',Matematicas-A,viernes,'08:45 p. m.',abril,Ausente
'Juan Pena',Historia-B,lunes,'03:00 p. m.',junio,Presente
'Daniela Pardo',Quimica-C,miercoles,'03:30 p. m.',noviembre,Presente
'Jose Lopez',Quimica-C,lunes,'11:15 a. m.',febrero,Ausente
'Elena Vargas',Historia-B,jueves,'10:45 p. m.',junio,Ausente
'Mario Salazar',Historia-B,viernes,'11:45 a. m.',julio,Ausente
'Juan Pena',Matematicas-A,martes,'06:45 a. m.',junio,Presente
'Jorge Morales',Historia-B,martes,'01:15 a. m.',marzo,Presente
'Diego Campos',Matematicas-A,jueves,'09:00 p. m.',diciembre,Ausente
'Laura Sanchez',Quimica-C,miercoles,'11:30 a. m.',febrero,Ausente
'Claudia Reyes',Quimica-C,lunes,'05:30 p. m.',mayo,Presente
'Monica Cabrera',Matematicas-A,martes,'04:45 p. m.',septiembre,Presente
'Hector Gutierrez',Historia-B,lunes,'01:30 a. m.',diciembre,Presente
'Mario Salazar',Quimica-C,martes,'08:45 p. m.',noviembre,Presente
'Rafael Ortiz',Matematicas-A,miercoles,'04:15 p. m.',junio,Presente
'Diana Moreno',Historia-B,jueves,'07:30 p. m.',octubre,Presente
'Miguel Castro',Historia-B,miercoles,'11:15 a. m.',julio,Ausente
'Monica Cabrera',Historia-B,jueves,'10:30 a. m.',febrero,Ausente
'Pablo Torres',Quimica-C,martes,'11:15 p. m.',septiembre,Ausente
'Pedro Gomez',Quimica-C,lunes,'02:00 a. m.',septiembre,Presente
'Rafael Ortiz',Quimica-C,jueves,'11:15 a. m.',marzo,Ausente
'Luis Silva',Matematicas-A,martes,'04:00 p. m.',mayo,Presente
'Jorge Morales',Historia-B,jueves,'06:45 p. m.',enero,Presente
'Jose Lopez',Quimica-C,miercoles,'12:00 a. m.',noviembre,Ausente
'Tomas Gallardo',Matematicas-A,lunes,'03:00 p. m.',agosto,Presente
'Laura Sanchez',Matematicas-A,viernes,'03:45 a. m.',marzo,Presente
'Jorge Morales',Matematicas-A,jueves,'11:30 p. m.',julio,Ausente
'Pedro Gomez',Historia-B,jueves,'10:45 p. m.',mayo,Ausente
'Ana Torres',Quimica-C,lunes,'09:45 a. m.',abril,Presente
'Daniela Pardo',Quimica-C,miercoles,'01:30 a. m.',junio,Presente
'Pablo Torres',Matematicas-A,jueves,'04:00 a. m.',febrero,Presente
'Ana Torres',Historia-B,viernes,'05:00 p. m.',marzo,Presente
'Diana Moreno',Historia-B,miercoles,'01:00 p. m.',enero,Presente
'Camila Navarro',Historia-B,jueves,'09:30 p. m.',agosto,Tarde
'Rafael Ortiz',Matematicas-A,viernes,'06:00 p. m.',marzo,Presente
'Sara Villalba',Historia-B,martes,'08:15 p. m.',noviembre,Presente
'Isabel Fuentes',Quimica-C,viernes,'05:00 a. m.',noviembre,Presente
'Laura Sanchez',Historia-B,viernes,'11:45 p. m.',enero,Ausente
'Carlos Diaz',Matematicas-A,jueves,'05:30 p. m.',julio,Presente
'Sara Villalba',Quimica-C,viernes,'11:00 p. m.',febrero,Tarde
'Juan Pena',Matematicas-A,miercoles,'08:15 a. m.',marzo,Tarde
'Claudia Reyes',Historia-B,lunes,'07:30 p. m.',mayo,Presente
'Felipe Mendoza',Quimica-C,martes,'01:45 p. m.',julio,Presente
'Mario Salazar',Quimica-C,jueves,'05:15 p. m.',febrero,Presente
'Rafael Ortiz',Quimica-C,jueves,'09:15 p. m.',mayo,Presente
'Felipe Mendoza',Matematicas-A,lunes,'04:00 p. m.',marzo,Presente
'Sofia Herrera',Quimica-C,miercoles,'12:15 a. m.',abril,Ausente
'Hector Gutierrez',Matematicas-A,miercoles,'07:30 a. m.',septiembre,Presente
'Ana Torres',Historia-B,martes,'01:00 p. m.',octubre,Presente
'Sofia Herrera',Matematicas-A,viernes,'08:45 p. m.',enero,Ausente
'Mario Salazar',Historia-B,lunes,'05:30 a. m.',octubre,Presente
